
 S matrix before diagonalization

        1.000001        0.902940        0.960982        0.784726        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.588148        0.000000        0.000000        0.588148        0.000000        0.588148        0.626513        0.000000        0.000000        0.626513        0.000000        0.626513        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
        0.902940        1.000000        0.805909        0.471756        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.705868        0.000000        0.000000        0.705868        0.000000        0.705868        0.491694        0.000000        0.000000        0.491694        0.000000        0.491694        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
        0.960982        0.805909        1.000000        0.813460        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.510981        0.000000        0.000000        0.510981        0.000000        0.510981        0.709115        0.000000        0.000000        0.709115        0.000000        0.709115        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
        0.784726        0.471756        0.813460        1.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.276075        0.000000        0.000000        0.276075        0.000000        0.276075        0.554865        0.000000        0.000000        0.554865        0.000000        0.554865        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
        0.000000        0.000000        0.000000        0.000000        1.000000        0.000000        0.000000        0.638636        0.000000        0.000000        0.233717        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.392972        0.000000        0.000000        0.292904        0.000000        0.292904        0.000000        0.000000        0.000000        0.000000
        0.000000        0.000000        0.000000        0.000000        0.000000        1.000000        0.000000        0.000000        0.638636        0.000000        0.000000        0.233717        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.292904        0.000000        0.000000        0.000000        0.000000        0.392972        0.000000        0.292904        0.000000
        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        1.000000        0.000000        0.000000        0.638636        0.000000        0.000000        0.233717        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.292904        0.000000        0.000000        0.000000        0.000000        0.292904        0.000000        0.392972
        0.000000        0.000000        0.000000        0.000000        0.638636        0.000000        0.000000        1.000000        0.000000        0.000000        0.681361        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.886200        0.000000        0.000000        0.660534        0.000000        0.660534        0.000000        0.000000        0.000000        0.000000
        0.000000        0.000000        0.000000        0.000000        0.000000        0.638636        0.000000        0.000000        1.000000        0.000000        0.000000        0.681361        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.660534        0.000000        0.000000        0.000000        0.000000        0.886200        0.000000        0.660534        0.000000
        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.638636        0.000000        0.000000        1.000000        0.000000        0.000000        0.681361        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.660534        0.000000        0.000000        0.000000        0.000000        0.660534        0.000000        0.886200
        0.000000        0.000000        0.000000        0.000000        0.233717        0.000000        0.000000        0.681361        0.000000        0.000000        1.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.637252        0.000000        0.000000        0.474980        0.000000        0.474980        0.000000        0.000000        0.000000        0.000000
