
 S matrix before diagonalization

        1.000001       -0.000001        0.171552        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.057217        0.000000        0.000000        0.057217        0.000000        0.057217
       -0.000001        1.000001        0.945824        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.704909        0.000000        0.000000        0.704909        0.000000        0.704909
        0.171552        0.945824        1.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.661129        0.000000        0.000000        0.661129        0.000000        0.661129
        0.000000        0.000000        0.000000        1.000000        0.000000        0.000000        0.856919        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
        0.000000        0.000000        0.000000        0.000000        1.000000        0.000000        0.000000        0.856919        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
        0.000000        0.000000        0.000000        0.000000        0.000000        1.000000        0.000000        0.000000        0.856919        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
        0.000000        0.000000        0.000000        0.856919        0.000000        0.000000        1.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
        0.000000        0.000000        0.000000        0.000000        0.856919        0.000000        0.000000        1.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
        0.000000        0.000000        0.000000        0.000000        0.000000        0.856919        0.000000        0.000000        1.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
        0.057217        0.704909        0.661129        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        1.000000        0.000000        0.000000        0.333333        0.000000        0.333333
        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        1.000000        0.000000        0.000000        0.000000        0.000000
        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        1.000000        0.000000        0.000000        0.000000
        0.057217        0.704909        0.661129        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.333333        0.000000        0.000000        1.000000        0.000000        0.333333
        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        1.000000        0.000000
        0.057217        0.704909        0.661129        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.333333        0.000000        0.000000        0.333333        0.000000        1.000000

 S matrix after diagonalization

        0.024001        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
        0.000000        0.141118        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
        0.000000        0.000000        0.143081        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
        0.000000        0.000000        0.000000        0.143081        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
        0.000000        0.000000        0.000000        0.000000        0.143081        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
        0.000000        0.000000        0.000000        0.000000        0.000000        0.666667        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.666667        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        1.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        1.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000
        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        1.000000        0.000000        0.000000        0.000000        0.000000        0.000000
        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        1.006403        0.000000        0.000000        0.000000        0.000000
        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        1.856918        0.000000        0.000000        0.000000
        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        1.856918        0.000000        0.000000
        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        1.856918        0.000000
        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        0.000000        3.495146

 Identity matrix

        1.000000        0.000000        0.000000        0.000000        0.000000        0.000000       -0.000000       -0.000000       -0.000000       -0.000000       -0.000000       -0.000000       -0.000000        0.000000       -0.000000
        0.000000        1.000000       -0.000000       -0.000000       -0.000000        0.000000        0.000000        0.000000       -0.000000        0.000000       -0.000000       -0.000000        0.000000        0.000000       -0.000000
